ID,Class
8150.wav,engine_idling
8151.wav,car_horn
8152.wav,engine_idling
8154.wav,dog_bark
8155.wav,air_conditioner
8156.wav,street_music
8161.wav,drilling
8166.wav,children_playing
8167.wav,jackhammer
8168.wav,dog_bark
8171.wav,jackhammer
8172.wav,engine_idling
8173.wav,street_music
8174.wav,drilling
8176.wav,siren
8177.wav,street_music
8180.wav,siren
8181.wav,children_playing
8182.wav,street_music
8183.wav,air_conditioner
8184.wav,drilling
8185.wav,dog_bark
8187.wav,siren
8188.wav,siren
8189.wav,dog_bark
8190.wav,siren
8191.wav,jackhammer
8192.wav,children_playing
8193.wav,children_playing
8194.wav,jackhammer
8195.wav,siren
8199.wav,children_playing
8200.wav,street_music
8201.wav,jackhammer
8202.wav,jackhammer
8205.wav,jackhammer
8208.wav,air_conditioner
8210.wav,children_playing
8211.wav,drilling
8213.wav,children_playing
8215.wav,dog_bark
8216.wav,dog_bark
8217.wav,street_music
8219.wav,engine_idling
8220.wav,drilling
8221.wav,jackhammer
8227.wav,street_music
8228.wav,street_music
8229.wav,siren
8231.wav,engine_idling
8232.wav,gun_shot
8233.wav,jackhammer
8234.wav,drilling
8236.wav,street_music
8238.wav,car_horn
8239.wav,children_playing
8241.wav,drilling
8243.wav,siren
8244.wav,jackhammer
8246.wav,engine_idling
8247.wav,siren
8249.wav,street_music
8251.wav,engine_idling
8252.wav,dog_bark
8253.wav,children_playing
8257.wav,jackhammer
8258.wav,jackhammer
8259.wav,drilling
8260.wav,dog_bark
8261.wav,engine_idling
8262.wav,siren
8263.wav,dog_bark
8264.wav,dog_bark
8265.wav,engine_idling
8266.wav,siren
8268.wav,children_playing
8270.wav,siren
8271.wav,drilling
8272.wav,air_conditioner
8274.wav,engine_idling
8277.wav,siren
8279.wav,siren
8280.wav,jackhammer
8282.wav,engine_idling
8283.wav,siren
8285.wav,drilling
8287.wav,air_conditioner
8289.wav,air_conditioner
8293.wav,jackhammer
8294.wav,engine_idling
8296.wav,children_playing
8297.wav,air_conditioner
8299.wav,gun_shot
8300.wav,street_music
8302.wav,air_conditioner
8305.wav,children_playing
8306.wav,siren
8307.wav,car_horn
8308.wav,jackhammer
8310.wav,car_horn
8311.wav,car_horn
8313.wav,car_horn
8314.wav,car_horn
8315.wav,children_playing
8317.wav,children_playing
8318.wav,air_conditioner
8322.wav,jackhammer
8323.wav,engine_idling
8324.wav,children_playing
8325.wav,jackhammer
8327.wav,siren
8330.wav,drilling
8332.wav,engine_idling
8333.wav,siren
8334.wav,children_playing
8335.wav,jackhammer
8337.wav,drilling
8338.wav,engine_idling
8344.wav,siren
8345.wav,car_horn
8346.wav,siren
8347.wav,car_horn
8351.wav,drilling
8352.wav,engine_idling
8353.wav,siren
8354.wav,gun_shot
8356.wav,engine_idling
8357.wav,siren
8360.wav,engine_idling
8361.wav,drilling
8364.wav,street_music
8365.wav,street_music
8366.wav,air_conditioner
8368.wav,drilling
8369.wav,engine_idling
8370.wav,dog_bark
8377.wav,street_music
8378.wav,dog_bark
8380.wav,siren
8381.wav,air_conditioner
8382.wav,dog_bark
8384.wav,air_conditioner
8386.wav,engine_idling
8387.wav,engine_idling
8391.wav,engine_idling
8392.wav,air_conditioner
8393.wav,drilling
8395.wav,dog_bark
8396.wav,children_playing
8397.wav,jackhammer
8399.wav,children_playing
8401.wav,jackhammer
8403.wav,siren
8406.wav,car_horn
8407.wav,dog_bark
8409.wav,dog_bark
8410.wav,children_playing
8411.wav,engine_idling
8412.wav,children_playing
8416.wav,air_conditioner
8417.wav,air_conditioner
8419.wav,dog_bark
8420.wav,dog_bark
8421.wav,air_conditioner
8422.wav,drilling
8424.wav,siren
8425.wav,air_conditioner
8427.wav,drilling
8428.wav,street_music
8429.wav,children_playing
8430.wav,siren
8431.wav,siren
8432.wav,air_conditioner
8434.wav,car_horn
8435.wav,engine_idling
8437.wav,siren
8438.wav,engine_idling
8440.wav,car_horn
8441.wav,engine_idling
8442.wav,jackhammer
8443.wav,car_horn
8444.wav,air_conditioner
8445.wav,siren
8446.wav,air_conditioner
8447.wav,dog_bark
8448.wav,children_playing
8449.wav,children_playing
8450.wav,drilling
8453.wav,jackhammer
8457.wav,gun_shot
8458.wav,air_conditioner
8459.wav,jackhammer
8460.wav,dog_bark
8462.wav,siren
8464.wav,drilling
8465.wav,dog_bark
8466.wav,drilling
8467.wav,siren
8469.wav,siren
8470.wav,street_music
8471.wav,drilling
8472.wav,children_playing
8473.wav,car_horn
8474.wav,jackhammer
8475.wav,car_horn
8476.wav,drilling
8477.wav,siren
8479.wav,children_playing
8482.wav,engine_idling
8483.wav,children_playing
8484.wav,engine_idling
8485.wav,dog_bark
8486.wav,siren
8491.wav,air_conditioner
8492.wav,drilling
8493.wav,jackhammer
8496.wav,air_conditioner
8498.wav,jackhammer
8499.wav,dog_bark
8500.wav,engine_idling
8501.wav,street_music
8502.wav,children_playing
8503.wav,engine_idling
8507.wav,children_playing
8508.wav,children_playing
8510.wav,drilling
8511.wav,engine_idling
8512.wav,children_playing
8513.wav,dog_bark
8514.wav,engine_idling
8515.wav,air_conditioner
8518.wav,jackhammer
8519.wav,drilling
8520.wav,jackhammer
8522.wav,drilling
8523.wav,children_playing
8524.wav,gun_shot
8526.wav,children_playing
8527.wav,engine_idling
8531.wav,children_playing
8534.wav,engine_idling
8535.wav,dog_bark
8536.wav,siren
8538.wav,gun_shot
8539.wav,air_conditioner
8540.wav,engine_idling
8542.wav,jackhammer
8543.wav,air_conditioner
8544.wav,children_playing
8546.wav,children_playing
8547.wav,siren
8552.wav,jackhammer
8553.wav,drilling
8558.wav,jackhammer
8560.wav,drilling
8562.wav,street_music
8564.wav,siren
8565.wav,engine_idling
8568.wav,drilling
8569.wav,children_playing
8570.wav,drilling
8571.wav,engine_idling
8575.wav,engine_idling
8578.wav,car_horn
8579.wav,children_playing
8580.wav,street_music
8581.wav,street_music
8582.wav,air_conditioner
8584.wav,dog_bark
8586.wav,dog_bark
8587.wav,drilling
8588.wav,air_conditioner
8589.wav,siren
8590.wav,car_horn
8594.wav,car_horn
8595.wav,drilling
8596.wav,siren
8597.wav,jackhammer
8598.wav,drilling
8599.wav,siren
8603.wav,siren
8604.wav,street_music
8605.wav,drilling
8607.wav,siren
8609.wav,air_conditioner
8610.wav,engine_idling
8611.wav,dog_bark
8612.wav,siren
8613.wav,dog_bark
8614.wav,drilling
8615.wav,jackhammer
8616.wav,gun_shot
8617.wav,drilling
8618.wav,air_conditioner
8620.wav,dog_bark
8621.wav,gun_shot
8624.wav,drilling
8625.wav,car_horn
8626.wav,drilling
8627.wav,air_conditioner
8628.wav,children_playing
8630.wav,engine_idling
8632.wav,siren
8635.wav,children_playing
8636.wav,children_playing
8637.wav,siren
8639.wav,air_conditioner
8640.wav,children_playing
8641.wav,siren
8643.wav,jackhammer
8644.wav,dog_bark
8646.wav,engine_idling
8649.wav,siren
8650.wav,dog_bark
8651.wav,siren
8653.wav,drilling
8654.wav,siren
8656.wav,dog_bark
8657.wav,gun_shot
8658.wav,dog_bark
8659.wav,air_conditioner
8660.wav,street_music
8663.wav,children_playing
8664.wav,dog_bark
8665.wav,siren
8666.wav,drilling
8667.wav,air_conditioner
8670.wav,siren
8673.wav,dog_bark
8675.wav,siren
8676.wav,jackhammer
8677.wav,air_conditioner
8678.wav,drilling
8679.wav,engine_idling
8681.wav,jackhammer
8682.wav,car_horn
8684.wav,street_music
8685.wav,drilling
8690.wav,street_music
8691.wav,street_music
8693.wav,car_horn
8694.wav,street_music
8695.wav,air_conditioner
8699.wav,street_music
8701.wav,air_conditioner
8703.wav,gun_shot
8704.wav,siren
8705.wav,jackhammer
8706.wav,siren
8707.wav,gun_shot
8709.wav,dog_bark
8710.wav,street_music
8711.wav,dog_bark
8712.wav,jackhammer
8713.wav,dog_bark
8714.wav,engine_idling
8715.wav,siren
8716.wav,children_playing
8717.wav,jackhammer
8720.wav,street_music
8721.wav,engine_idling
8722.wav,dog_bark
8723.wav,street_music
8724.wav,children_playing
8725.wav,engine_idling
8726.wav,dog_bark
8727.wav,engine_idling
8728.wav,engine_idling
8729.wav,air_conditioner
